id_cuaca,tanggal,lokasi_kode,latitude,longitude,zona_waktu,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,angin_arah_derajat,tekanan_hpa_avg,visibilitas_km_avg,wet_bulb_c,petir_count
CWC_20250425_PIT_B,2025-04-25 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,7.8,0.78,Ringan,24.5,30.4,68.4,0.7,3.1,179,1007,6.1,22,0
CWC_20250425_ROAD_01,2025-04-25 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,14.6,0.87,Ringan,24.6,31.2,73.2,3.5,5,201,1011.4,5.3,23,0
CWC_20250425_STOCKPILE,2025-04-25 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,36.2,0.03,Sedang,23.8,31.2,70.8,4.2,6.6,192,1006.7,9.1,22.5,0
CWC_20250425_PORT,2025-04-25 00:00:00,PORT,-1.93,116.95,Asia/Makassar,2.1,0.45,Ringan,23.6,28.5,93.5,1.6,4.7,276,1014.8,8.3,22.4,0
CWC_20250426_PIT_A,2025-04-26 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,71.4,0.25,Lebat,24.5,29.8,94.8,3.8,7.8,262,1006.5,7.4,23.1,0
CWC_20250426_PIT_B,2025-04-26 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,47.3,0.98,Sedang,23.7,31.3,77.1,4.3,10.3,94,1012.2,9.3,21.4,0
CWC_20250426_ROAD_01,2025-04-26 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,39.5,0.76,Sedang,23.6,27.8,72.1,1.1,6.3,211,1007.5,8.9,22.5,0
CWC_20250426_STOCKPILE,2025-04-26 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,21.9,0.91,Sedang,25.2,29.4,73.3,1.3,3.5,39,1013.4,6.6,22.3,0
CWC_20250426_PORT,2025-04-26 00:00:00,PORT,-1.93,116.95,Asia/Makassar,1.1,0.59,Ringan,25.6,32.8,89.6,2,8,94,1010.8,7.1,22.6,0
CWC_20250427_PIT_A,2025-04-27 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,51.2,0.93,Lebat,25.4,30.8,73,2.5,6.1,214,1006.2,5.1,23.6,0
CWC_20250427_PIT_B,2025-04-27 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,72,0.11,Lebat,27,31.1,81.4,2.9,5.8,113,1008.1,8.5,25.8,0
CWC_20250427_ROAD_01,2025-04-27 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,44.2,0.5,Sedang,25.9,32.8,91.4,1,2.3,346,1009.5,7.9,24,0
CWC_20250427_STOCKPILE,2025-04-27 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,41.1,0.78,Sedang,23.5,29.2,79.7,1.2,3.3,198,1010.9,9.9,21.3,0
CWC_20250427_PORT,2025-04-27 00:00:00,PORT,-1.93,116.95,Asia/Makassar,71.4,0.46,Lebat,24.5,30.4,75.8,2.7,7.6,330,1006.3,8.8,21.6,0
CWC_20250428_PIT_A,2025-04-28 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,66.1,0.22,Lebat,24.3,31.5,90.8,0.8,2.3,80,1011.8,6.5,22.4,0
CWC_20250428_PIT_B,2025-04-28 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,57,0.41,Lebat,23.4,29.8,84.3,1.5,7.2,27,1013,9,21.8,0
CWC_20250428_ROAD_01,2025-04-28 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,66.6,0.2,Lebat,25,31.3,69.2,2.4,6.9,17,1008.8,5.8,22.8,0
CWC_20250428_STOCKPILE,2025-04-28 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,39.2,0.05,Sedang,23.9,29.5,71.4,1.1,3.1,13,1007.9,9.3,22.8,0
CWC_20250428_PORT,2025-04-28 00:00:00,PORT,-1.93,116.95,Asia/Makassar,47.4,0.17,Sedang,24.4,30.1,94.2,3.1,7.1,29,1006.9,5.4,21.7,0
CWC_20250429_PIT_A,2025-04-29 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,29.4,0.61,Sedang,24.6,32.3,88.6,2,5.9,61,1013.3,8.2,21.7,0
CWC_20250429_PIT_B,2025-04-29 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,38.7,0.08,Sedang,26.2,33.1,76.2,0.7,4.5,71,1013.3,9.7,24.3,0
CWC_20250429_ROAD_01,2025-04-29 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,46.4,0.93,Sedang,24.4,31.7,82.7,2.4,4.5,260,1013.7,6.1,23.1,0
CWC_20250429_STOCKPILE,2025-04-29 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,55.2,0.61,Lebat,25.4,33.4,87.9,3.1,6.4,306,1013.2,9.6,23.1,0
CWC_20250429_PORT,2025-04-29 00:00:00,PORT,-1.93,116.95,Asia/Makassar,32.6,0.96,Sedang,26.8,33.3,71.6,0.7,3.7,260,1009.1,8.1,25.8,0
CWC_20250430_PIT_A,2025-04-30 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,36.8,0.35,Sedang,26,31.3,67.9,3.4,5.3,31,1012.4,6,25,0
CWC_20250430_PIT_B,2025-04-30 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,23.1,0.7,Sedang,26.4,32.1,75.1,0.5,2.3,71,1014.7,8.9,25.1,0
CWC_20250430_ROAD_01,2025-04-30 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,22,0.5,Sedang,26.1,32.2,88.1,2.9,5.3,317,1009.4,5.1,24.1,0
CWC_20250430_STOCKPILE,2025-04-30 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,21.7,0.3,Sedang,24.7,30.3,73.1,3.7,6.7,104,1008.5,7.2,22.7,0
CWC_20250430_PORT,2025-04-30 00:00:00,PORT,-1.93,116.95,Asia/Makassar,39.1,0.49,Sedang,25.5,32.1,77.6,0.5,6.3,127,1012.7,5.3,22.9,0
CWC_20250501_PIT_A,2025-05-01 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,14,0.96,Ringan,25.2,32,90.3,2.9,4.7,236,1009.4,7,22.6,0
CWC_20250501_PIT_B,2025-05-01 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,72.2,0.44,Lebat,26.9,32,85.5,1.6,6.8,245,1011,7.3,24.3,0
CWC_20250501_ROAD_01,2025-05-01 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,26.4,0.61,Sedang,26.7,32,85,1,4.7,329,1013.3,8.4,24.3,3
CWC_20250501_STOCKPILE,2025-05-01 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,79.8,0.56,Lebat,23.5,29.8,74.6,0.9,2.3,192,1006.7,10,21.8,0
CWC_20250501_PORT,2025-05-01 00:00:00,PORT,-1.93,116.95,Asia/Makassar,20.3,0.71,Sedang,26,33.9,76,0.5,4.3,122,1013.3,8.6,23.4,0
CWC_20250502_PIT_A,2025-05-02 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,32.6,0.08,Sedang,25.3,32.5,65.4,0.8,4.8,101,1007.5,6.1,23.8,0
CWC_20250502_PIT_B,2025-05-02 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,38.6,0.45,Sedang,24.4,30.9,69.4,1,3.8,104,1013.8,6.5,23.3,0
CWC_20250502_ROAD_01,2025-05-02 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,63.5,0.31,Lebat,25.8,31.1,78,2.8,8.6,35,1010,6.2,24.5,0
CWC_20250502_STOCKPILE,2025-05-02 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,16.7,0.64,Ringan,23.4,28.5,76.1,1.6,5,136,1007.1,5.6,21.8,4
CWC_20250502_PORT,2025-05-02 00:00:00,PORT,-1.93,116.95,Asia/Makassar,72.4,0.2,Lebat,24.8,29.7,75.1,0.9,5.4,149,1008.3,8,21.9,0
CWC_20250503_PIT_A,2025-05-03 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,14.9,0.06,Ringan,24.8,32.6,93.6,4.1,6.1,263,1013.2,6.2,23.7,0
CWC_20250503_PIT_B,2025-05-03 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,25.5,0.27,Sedang,25.4,29.9,82.4,1.2,2.6,206,1009,10,23.7,0
CWC_20250503_ROAD_01,2025-05-03 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,12.4,0.57,Ringan,24.4,28.5,78.7,3.2,6.3,289,1012,9.6,22.6,4
CWC_20250503_STOCKPILE,2025-05-03 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,74.2,0.97,Lebat,23.7,31.3,91,3.2,8.4,87,1010.9,10,21,2
CWC_20250503_PORT,2025-05-03 00:00:00,PORT,-1.93,116.95,Asia/Makassar,53.2,0.08,Lebat,23.5,31,82.4,2.7,5.8,105,1014.7,7.1,20.5,0
CWC_20250504_PIT_A,2025-05-04 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,66.8,0.21,Lebat,23.8,29.4,71.3,1.7,3.6,280,1014.4,5.7,22.1,0
CWC_20250504_PIT_B,2025-05-04 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,1.5,0.23,Ringan,25.8,33.3,86.9,1.7,3.3,38,1005.3,9.1,23.2,0
CWC_20250504_ROAD_01,2025-05-04 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,74.6,0.39,Lebat,24.3,29.6,75.2,3.4,8.3,69,1005.5,6.7,21.7,0
CWC_20250504_STOCKPILE,2025-05-04 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,74.4,0.78,Lebat,23.5,28.7,86.7,2.7,4.7,263,1013.7,8.9,22.2,0
CWC_20250504_PORT,2025-05-04 00:00:00,PORT,-1.93,116.95,Asia/Makassar,3.6,0.44,Ringan,23.7,29,75.2,3.4,5.9,148,1012.8,7.5,21.1,0
CWC_20250505_PIT_A,2025-05-05 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,64.8,0.55,Lebat,24.8,31.9,88.7,2.7,4.4,101,1008.8,10,23.6,0
CWC_20250505_PIT_B,2025-05-05 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,19.1,0.91,Ringan,26.1,32.9,92.5,1.7,6.6,204,1006.7,5.4,23.1,0
CWC_20250505_ROAD_01,2025-05-05 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,59.1,0.7,Lebat,24.6,31.5,66.2,1.4,2.5,20,1005.1,7.9,22.5,0
CWC_20250505_STOCKPILE,2025-05-05 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,3.6,0.31,Ringan,24,31.4,90.3,2.8,5.7,286,1009.1,6.8,21.7,0
CWC_20250505_PORT,2025-05-05 00:00:00,PORT,-1.93,116.95,Asia/Makassar,42.9,0.44,Sedang,25.5,31.4,82.9,1.2,5,153,1012.6,6.1,24.2,0
CWC_20250506_PIT_A,2025-05-06 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,74.6,0.76,Lebat,26,33.3,82.9,2.6,7.6,222,1008.8,9.9,23.5,0
CWC_20250506_PIT_B,2025-05-06 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,2.4,0.97,Ringan,25.6,29.8,72.4,3.9,5.5,289,1011.6,8,23.4,4
CWC_20250506_ROAD_01,2025-05-06 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,48.1,0.27,Sedang,25,30.5,89.6,3.5,5.3,5,1013.3,5.2,23.3,0
CWC_20250506_STOCKPILE,2025-05-06 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,3.6,0.34,Ringan,23.1,27.5,80.1,1,5.1,294,1009.7,5.9,20.6,0
CWC_20250506_PORT,2025-05-06 00:00:00,PORT,-1.93,116.95,Asia/Makassar,47.3,0.09,Sedang,25.2,32.1,77.8,0.6,2.1,20,1007.6,8.6,23.2,0
CWC_20250507_PIT_A,2025-05-07 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,67.7,0.26,Lebat,24.2,28.8,82.5,2.3,7.4,188,1014,6.2,21.5,0
CWC_20250507_PIT_B,2025-05-07 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,18.4,0.39,Ringan,25.2,32.4,85.2,2.7,6.9,335,1008.6,5.4,22.6,0
CWC_20250507_ROAD_01,2025-05-07 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,34.7,0.07,Sedang,25.5,30.1,84.5,0.5,5.8,132,1007.9,5.5,22.7,0
CWC_20250507_STOCKPILE,2025-05-07 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,68.3,0.2,Lebat,26,33.6,67.6,2.8,4,307,1010.3,9.6,23.1,0
CWC_20250507_PORT,2025-05-07 00:00:00,PORT,-1.93,116.95,Asia/Makassar,76.5,0.64,Lebat,24.3,30,82,2.5,4.1,139,1005.6,5,22.1,0
CWC_20250508_PIT_A,2025-05-08 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,38.8,0.24,Sedang,25.6,30.5,83.3,1.7,3.9,86,1008.1,9.8,24,0
CWC_20250508_PIT_B,2025-05-08 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,3.9,0.15,Ringan,26.3,33.7,65.2,1.5,4.3,135,1008.5,5.8,24.7,1
CWC_20250508_ROAD_01,2025-05-08 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,45.1,0.36,Sedang,24.5,29,87.9,1.3,4.3,333,1009.1,7.4,21.8,0
CWC_20250508_STOCKPILE,2025-05-08 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,25.1,0.31,Sedang,24.7,32.6,94.1,3.1,6.4,249,1010.2,5.1,23.5,0
CWC_20250508_PORT,2025-05-08 00:00:00,PORT,-1.93,116.95,Asia/Makassar,51,0.4,Lebat,25.8,33.6,68.5,4.2,6.2,192,1011.9,6.7,23.2,0
CWC_20250509_PIT_A,2025-05-09 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,14.4,0.75,Ringan,24,30.9,71.5,4.3,7.5,243,1010.9,7.2,22.8,0
CWC_20250509_PIT_B,2025-05-09 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,1,0.27,Ringan,24.6,32.3,65.9,3.4,5.1,7,1008.7,9.3,22.9,0
CWC_20250509_ROAD_01,2025-05-09 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,57,0.32,Lebat,23.8,28.3,68.2,3.9,5.6,46,1012.3,9.7,22.7,0
CWC_20250509_STOCKPILE,2025-05-09 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,8.5,0.35,Ringan,25.4,30.6,67.7,4.2,5.4,151,1006.9,5.4,22.9,0
CWC_20250509_PORT,2025-05-09 00:00:00,PORT,-1.93,116.95,Asia/Makassar,19.7,0.2,Ringan,26.2,34.1,70.7,2.3,4.4,144,1006.9,6.9,24,1
CWC_20250510_PIT_A,2025-05-10 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,41.8,0.19,Sedang,26.7,30.9,88.7,3,7.2,178,1014.9,7.5,24,0
CWC_20250510_PIT_B,2025-05-10 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,43.3,0.58,Sedang,25,29.8,78.5,0.8,1.9,141,1005.7,7.8,23.1,0
CWC_20250510_ROAD_01,2025-05-10 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,77.8,0.54,Lebat,26.6,30.9,79,3.3,5.2,271,1007.2,9.9,24.8,0
CWC_20250510_STOCKPILE,2025-05-10 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,43.7,0.77,Sedang,26.5,30.7,68.8,0.8,3.8,268,1012.5,7.4,23.7,0
CWC_20250510_PORT,2025-05-10 00:00:00,PORT,-1.93,116.95,Asia/Makassar,46.8,0.33,Sedang,23.2,28.6,86,2,7.9,94,1006.4,5.6,21.6,0
CWC_20250511_PIT_A,2025-05-11 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,0.2,0.38,Ringan,23.2,28.4,81.4,3.4,7.1,227,1008.5,7.4,21.4,0
CWC_20250511_PIT_B,2025-05-11 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,29.3,0.57,Sedang,24.9,31.9,83.4,0.7,2.5,223,1010.4,5.2,22.3,0
CWC_20250511_ROAD_01,2025-05-11 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,55.6,0.88,Lebat,25.5,31.9,84.1,2.5,4.1,152,1010.1,7.7,23.2,0
CWC_20250511_STOCKPILE,2025-05-11 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,54.5,0.59,Lebat,23.5,30.5,86.1,0.8,2.7,276,1008,8,21.3,0
CWC_20250511_PORT,2025-05-11 00:00:00,PORT,-1.93,116.95,Asia/Makassar,8.9,0.74,Ringan,23.5,27.9,72.6,2.1,7.2,168,1013.9,5.1,22,0
CWC_20250512_PIT_A,2025-05-12 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,66.4,0.47,Lebat,25.9,33.6,77.3,3.4,7.6,79,1010.1,6.9,23.7,0
CWC_20250512_PIT_B,2025-05-12 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,17.1,0.91,Ringan,26.2,32.8,82.6,2.9,4.5,317,1006.8,6,23.3,9
CWC_20250512_ROAD_01,2025-05-12 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,13.5,0.83,Ringan,24,31.7,82.3,0.8,2.6,97,1013.7,9.6,21.5,0
CWC_20250512_STOCKPILE,2025-05-12 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,63.9,0.96,Lebat,25.8,31.5,69.5,0.7,2.7,113,1014.5,6,23.4,0
CWC_20250512_PORT,2025-05-12 00:00:00,PORT,-1.93,116.95,Asia/Makassar,49.6,0.03,Sedang,26.8,33.1,68.6,4.5,5.9,241,1005.5,5.8,25.5,0
CWC_20250513_PIT_A,2025-05-13 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,16.9,0.83,Ringan,26.8,34.3,75.6,0.8,2,359,1006.4,5.5,24.3,0
CWC_20250513_PIT_B,2025-05-13 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,36.9,0.93,Sedang,25.9,30.5,73.2,4.2,7.2,14,1010.9,7,24.6,0
CWC_20250513_ROAD_01,2025-05-13 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,50.6,0.26,Lebat,25.3,33,81.1,2.6,7.7,41,1010.3,9.2,23.7,0
CWC_20250513_STOCKPILE,2025-05-13 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,60.2,0.75,Lebat,24,31.8,89,2.3,6.8,136,1011.4,9.9,22,0
CWC_20250513_PORT,2025-05-13 00:00:00,PORT,-1.93,116.95,Asia/Makassar,0.5,0,Ringan,24.5,30.1,85.2,3.5,4.7,128,1012.7,8.8,23.2,2
CWC_20250514_PIT_A,2025-05-14 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,12.2,0.25,Ringan,26.3,31.8,83.8,1.6,7.6,293,1012.4,6.6,24.8,0
CWC_20250514_PIT_B,2025-05-14 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,43.6,0.88,Sedang,25.1,30.8,91.3,3.6,7.8,319,1007.2,8.7,23.8,0
CWC_20250514_ROAD_01,2025-05-14 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,57.5,0.37,Lebat,23.5,30.4,88.6,2.6,6.7,200,1008.7,9.3,20.8,0
CWC_20250514_STOCKPILE,2025-05-14 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,77.2,0.48,Lebat,23.4,28.7,70.4,3,4.9,198,1010.8,6.8,20.8,0
CWC_20250514_PORT,2025-05-14 00:00:00,PORT,-1.93,116.95,Asia/Makassar,32,0.86,Sedang,23.2,28.8,74.4,1,5.1,339,1013,6.7,20.8,0
CWC_20250515_PIT_A,2025-05-15 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,9.2,0.52,Ringan,25.1,32.3,81.4,1.5,5.2,313,1012.3,6.5,22.7,0
CWC_20250515_PIT_B,2025-05-15 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,19.1,0.28,Ringan,23.3,28.9,86.6,3.3,9.1,124,1013.5,8.9,21.3,0
CWC_20250515_ROAD_01,2025-05-15 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,38.1,0.96,Sedang,24.1,31.5,93,1.5,5.7,315,1011.2,9.5,22.3,0
CWC_20250515_STOCKPILE,2025-05-15 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,43.7,0.75,Sedang,26,30.2,76.2,4,8.3,24,1008.8,9,24.2,2
CWC_20250515_PORT,2025-05-15 00:00:00,PORT,-1.93,116.95,Asia/Makassar,3.7,0.51,Ringan,25.6,32.2,71.2,1.9,3.7,13,1008.9,6.5,24.2,0
CWC_20250516_PIT_A,2025-05-16 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,45,0.65,Sedang,23.6,30.7,81.5,2.8,7.7,133,1012.8,8.7,21.7,0
CWC_20250516_PIT_B,2025-05-16 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,44.9,0.18,Sedang,23.5,30,83.2,1.4,6,339,1014,9.6,21.7,0
CWC_20250516_ROAD_01,2025-05-16 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,41.5,0.95,Sedang,23.9,30.1,92.2,1.2,6.7,141,1011.4,7.5,22.5,5
CWC_20250516_STOCKPILE,2025-05-16 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,48.1,0.71,Sedang,23.1,29.5,89.3,2.6,7.9,18,1014.2,6.6,22,0
CWC_20250516_PORT,2025-05-16 00:00:00,PORT,-1.93,116.95,Asia/Makassar,27.7,0.57,Sedang,23.5,27.7,76.5,3.5,4.7,21,1012.9,6.9,21.6,4
CWC_20250517_PIT_A,2025-05-17 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,53.5,0.47,Lebat,24.4,28.7,87.9,2.5,8.3,254,1014.8,8.9,21.4,0
CWC_20250517_PIT_B,2025-05-17 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,26,0.58,Sedang,26,33.7,76.8,2.2,5.8,158,1008.8,8.7,23.9,0
CWC_20250517_ROAD_01,2025-05-17 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,54.1,0.6,Lebat,23.7,28.9,81.5,3.6,9.1,125,1006.4,5.7,22.3,0
CWC_20250517_STOCKPILE,2025-05-17 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,71.7,0.08,Lebat,24.2,29.2,91.6,2.2,6.4,238,1011.6,9.2,21.3,0
CWC_20250517_PORT,2025-05-17 00:00:00,PORT,-1.93,116.95,Asia/Makassar,0.9,0.42,Ringan,23.9,28.9,73.2,1.4,2.4,162,1010.1,5.5,22.2,0
CWC_20250518_PIT_A,2025-05-18 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,1.3,0.53,Ringan,25.7,31.9,88.8,4,5.8,155,1008.1,8,24.4,3
CWC_20250518_PIT_B,2025-05-18 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,14.5,0.61,Ringan,25.1,32.2,73.9,2.4,7.1,194,1008.3,7.1,22.9,5
CWC_20250518_ROAD_01,2025-05-18 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,35.3,0.17,Sedang,25.8,32.9,71.2,3.1,8.9,239,1011.1,7.7,23.8,0
CWC_20250518_STOCKPILE,2025-05-18 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,16.3,0.55,Ringan,24.9,32.3,75.4,2.9,5.5,129,1011.6,7.2,23,7
CWC_20250518_PORT,2025-05-18 00:00:00,PORT,-1.93,116.95,Asia/Makassar,37.8,0.61,Sedang,25.9,29.9,74.9,1.8,7.2,320,1005.9,7.6,23.3,0
CWC_20250519_PIT_A,2025-05-19 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,69.3,0.35,Lebat,26.9,32.1,73.1,2.5,8.2,127,1006.1,6.5,25.9,0
CWC_20250519_PIT_B,2025-05-19 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,6.9,0.65,Ringan,24.9,30.2,74.7,3.5,8.2,48,1009.3,5.6,23.9,0
CWC_20250519_ROAD_01,2025-05-19 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,2.4,0.26,Ringan,23.7,29.9,80.2,2.9,6.2,65,1006.2,9.7,21.7,0
CWC_20250519_STOCKPILE,2025-05-19 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,12.5,0.6,Ringan,23.7,29.7,72.6,2.8,6.7,329,1014.8,9.3,21.4,0
CWC_20250519_PORT,2025-05-19 00:00:00,PORT,-1.93,116.95,Asia/Makassar,6.2,0.4,Ringan,24.4,28.5,85.6,2.7,7.8,77,1008.7,7.3,22.6,0
CWC_20250520_PIT_A,2025-05-20 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,67.3,0.17,Lebat,26.6,30.8,88.1,3.7,7.8,28,1007.6,5.5,24.3,0
CWC_20250520_PIT_B,2025-05-20 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,72.2,0.88,Lebat,25.3,30.6,93.8,2.5,8.1,259,1011,8.9,24.1,0
CWC_20250520_ROAD_01,2025-05-20 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,26.1,0.91,Sedang,26.4,30.6,92.5,2.7,6.3,274,1006.3,9,24.1,0
CWC_20250520_STOCKPILE,2025-05-20 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,75.1,0.45,Lebat,24.8,31,65.7,0.9,3.2,319,1011.8,5.6,21.9,0
CWC_20250520_PORT,2025-05-20 00:00:00,PORT,-1.93,116.95,Asia/Makassar,73.7,0.92,Lebat,26.1,31.6,86.9,3.2,7.6,325,1009.3,9.8,24.7,0
CWC_20250521_PIT_A,2025-05-21 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,29.4,0.69,Sedang,25.7,29.8,94.3,2.3,3.5,266,1013.8,9.7,22.8,7
CWC_20250521_PIT_B,2025-05-21 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,64.2,0.01,Lebat,26.5,31.8,77.9,1.3,7,256,1013.1,5.8,25.5,0
CWC_20250521_ROAD_01,2025-05-21 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,3,0.08,Ringan,26.9,32.2,85.3,2.2,4.7,304,1013.9,8.2,25.2,0
CWC_20250521_STOCKPILE,2025-05-21 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,72.9,0.35,Lebat,24.9,30.5,91.9,3.3,4.9,359,1008.1,7.3,23.3,0
CWC_20250521_PORT,2025-05-21 00:00:00,PORT,-1.93,116.95,Asia/Makassar,23.1,0.62,Sedang,23.4,29,66.6,0.8,3.6,162,1009.2,6.4,22,0
CWC_20250522_PIT_A,2025-05-22 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,0.5,0.26,Ringan,25.6,30.7,70.1,2.5,4.2,258,1007.6,8.2,23.8,0
CWC_20250522_PIT_B,2025-05-22 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,65.3,0.85,Lebat,24.4,29.8,75.1,2.9,7,250,1005.5,8.7,22.8,0
CWC_20250522_ROAD_01,2025-05-22 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,21.8,0.07,Sedang,26,31,83.5,3.6,5.3,309,1010.5,8.1,25,0
CWC_20250522_STOCKPILE,2025-05-22 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,0.6,0.95,Ringan,25.4,30.9,83.8,1.9,5.3,221,1007,6.1,22.4,0
