id_record_jalan,timestamp_utc,lokasi_kode,id_segmen_jalan,sumber_data,status_jalan,alasan_status,panjang_segmen_km,tipe_permukaan,kemiringan_pct,tikungan_kelas,kedalaman_air_cm,indeks_friksi,batas_kecepatan_km_jam,kecepatan_aktual_km_jam,waktu_tempuh_menit,ritase_terobservasi,Speed drop,Risk Indicator
JREC_0014160,2025-09-17T05:00:00Z,PORT,SEG_PORT_03,Drone Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.7,0.59,35,15.9,8.5,2,54.57142857,Hijau
JREC_0014157,2025-09-17T05:00:00Z,STOCKPILE,SEG_STOCKPILE_03,IoT Sensor,BAIK,Normal,2.83,Gravel,6.3,A,1.9,0.58,35,21.9,7.8,0,37.42857143,Hijau
JREC_0014159,2025-09-17T05:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.1,0.5,30,8.1,21.1,1,73.0,Hijau
JREC_0014149,2025-09-17T05:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.2,0.55,25,12.9,8.1,0,48.4,Hijau
JREC_0014148,2025-09-17T05:00:00Z,PIT_A,SEG_PIT_A_03,Manual Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,16.5,4.2,1,45.0,Hijau
JREC_0014156,2025-09-17T05:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,11.1,7.8,1,63.0,Hijau
JREC_0014169,2025-09-17T06:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,30.1,2.0,0,39.8,Hijau
JREC_0014162,2025-09-17T06:00:00Z,PIT_A,SEG_PIT_A_02,Operator App,BAIK,Normal,1.27,Asphalt,5.4,B,0.4,0.75,45,31.6,2.4,1,29.77777778,Hijau
JREC_0014165,2025-09-17T06:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,2.1,0.53,35,10.4,5.7,1,70.28571429,Hijau
JREC_0014170,2025-09-17T06:00:00Z,STOCKPILE,SEG_STOCKPILE_01,IoT Sensor,BAIK,Normal,2.86,Asphalt,3.4,B,0.5,0.74,50,34.6,5.0,2,30.8,Hijau
JREC_0014168,2025-09-17T06:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,0.5,0.55,30,12.5,10.1,1,58.33333333,Hijau
JREC_0014172,2025-09-17T06:00:00Z,STOCKPILE,SEG_STOCKPILE_03,IoT Sensor,BAIK,Normal,2.83,Gravel,6.3,A,1.2,0.59,35,22.2,7.6,0,36.57142857,Hijau
JREC_0014166,2025-09-17T06:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.6,0.49,25,13.5,10.8,2,46.0,Hijau
JREC_0014164,2025-09-17T06:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,12.9,8.1,1,48.4,Hijau
JREC_0014174,2025-09-17T06:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.2,0.5,30,8.1,21.1,0,73.0,Hijau
JREC_0014175,2025-09-17T06:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,1.2,0.59,35,15.9,8.5,0,54.57142857,Hijau
JREC_0014190,2025-09-17T07:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,16.2,8.3,1,53.71428571,Hijau
JREC_0014183,2025-09-17T07:00:00Z,ROAD_01,SEG_ROAD_01_02,IoT Sensor,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,12.5,10.1,0,58.33333333,Hijau
JREC_0014177,2025-09-17T07:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,1.3,0.74,45,31.2,2.4,1,30.66666667,Hijau
JREC_0014184,2025-09-17T07:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,30.1,2.0,0,39.8,Hijau
JREC_0014188,2025-09-17T07:00:00Z,PORT,SEG_PORT_01,Operator App,BAIK,Normal,1.76,Asphalt,5.1,C,0.4,0.75,45,27.1,3.9,0,39.77777778,Hijau
JREC_0014178,2025-09-17T07:00:00Z,PIT_A,SEG_PIT_A_03,Manual Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.6,0.49,30,16.2,4.3,2,46.0,Hijau
JREC_0014180,2025-09-17T07:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,11.1,5.4,1,68.28571429,Hijau
JREC_0014187,2025-09-17T07:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Manual Survey,BAIK,Normal,2.83,Gravel,6.3,A,1.3,0.59,35,22.2,7.6,0,36.57142857,Hijau
JREC_0014186,2025-09-17T07:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Manual Survey,BAIK,Normal,1.44,Coal Road,4.4,C,1.2,0.49,30,10.8,8.0,0,64.0,Hijau
JREC_0014181,2025-09-17T07:00:00Z,PIT_B,SEG_PIT_B_03,Drone Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.1,0.5,25,13.8,10.5,0,44.8,Hijau
JREC_0014203,2025-09-17T08:00:00Z,PORT,SEG_PORT_01,Manual Survey,BAIK,Normal,1.76,Asphalt,5.1,C,0.2,0.75,45,27.1,3.9,2,39.77777778,Hijau
JREC_0014191,2025-09-17T08:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,1.1,0.49,30,16.2,9.8,1,46.0,Hijau
JREC_0014194,2025-09-17T08:00:00Z,PIT_B,SEG_PIT_B_01,IoT Sensor,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,12.9,8.1,1,48.4,Hijau
JREC_0014193,2025-09-17T08:00:00Z,PIT_A,SEG_PIT_A_03,Drone Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.7,0.49,30,16.2,4.3,1,46.0,Hijau
JREC_0014195,2025-09-17T08:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,1.1,0.54,35,10.8,5.5,1,69.14285714,Hijau
JREC_0014201,2025-09-17T08:00:00Z,STOCKPILE,SEG_STOCKPILE_02,IoT Sensor,BAIK,Normal,1.44,Coal Road,4.4,C,0.1,0.5,30,11.1,7.8,0,63.0,Hijau
JREC_0014196,2025-09-17T08:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,1.3,0.49,25,13.5,10.8,0,46.0,Hijau
JREC_0014205,2025-09-17T08:00:00Z,PORT,SEG_PORT_03,Operator App,BAIK,Normal,2.25,Gravel,5.7,C,1.8,0.58,35,15.6,8.7,0,55.42857143,Hijau
JREC_0014198,2025-09-17T08:00:00Z,ROAD_01,SEG_ROAD_01_02,Drone Survey,BAIK,Normal,2.1,Laterite,7.1,C,1.1,0.54,30,12.2,10.3,0,59.33333333,Hijau
JREC_0014199,2025-09-17T08:00:00Z,ROAD_01,SEG_ROAD_01_03,IoT Sensor,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,30.1,2.0,2,39.8,Hijau
JREC_0014220,2025-09-17T09:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.7,0.59,35,15.9,8.5,0,54.57142857,Hijau
JREC_0014206,2025-09-17T09:00:00Z,PIT_A,SEG_PIT_A_01,Manual Survey,TERBATAS,Perawatan/Insiden lokal,2.64,Coal Road,3.4,A,2.3,0.48,30,16.0,9.9,2,46.66666667,Merah
JREC_0014217,2025-09-17T09:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.5,0.59,35,22.2,7.6,1,36.57142857,Hijau
JREC_0014214,2025-09-17T09:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.4,0.75,50,30.1,2.0,2,39.8,Hijau
JREC_0014218,2025-09-17T09:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.9,0.74,45,26.7,4.0,1,40.66666667,Hijau
JREC_0014215,2025-09-17T09:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,35.1,4.9,1,29.8,Hijau
JREC_0014222,2025-09-17T22:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0014235,2025-09-17T22:00:00Z,PORT,SEG_PORT_03,Operator App,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,1,45.71428571,Hijau
JREC_0014231,2025-09-17T22:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Drone Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,1,55.0,Hijau
JREC_0014225,2025-09-17T22:00:00Z,PIT_B,SEG_PIT_B_02,IoT Sensor,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,13.9,4.3,0,60.28571429,Hijau
JREC_0014228,2025-09-17T22:00:00Z,ROAD_01,SEG_ROAD_01_02,Drone Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0014230,2025-09-17T22:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,0,21.8,Hijau
JREC_0014229,2025-09-17T22:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0014226,2025-09-17T22:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0014234,2025-09-17T22:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0014224,2025-09-17T22:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,2,40.4,Hijau
JREC_0014236,2025-09-17T23:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0014240,2025-09-17T23:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.6,0.54,35,13.6,4.4,1,61.14285714,Hijau
JREC_0014239,2025-09-17T23:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0014238,2025-09-17T23:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0014246,2025-09-17T23:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0014242,2025-09-17T23:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.5,0.74,50,38.6,3.0,3,22.8,Hijau
JREC_0014243,2025-09-17T23:00:00Z,ROAD_01,SEG_ROAD_01_02,Manual Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0014249,2025-09-17T23:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0014245,2025-09-17T23:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,1,21.8,Hijau
JREC_0014248,2025-09-17T23:00:00Z,PORT,SEG_PORT_01,Manual Survey,BAIK,Normal,1.76,Asphalt,5.1,C,0.0,0.75,45,30.7,3.4,2,31.77777778,Hijau
JREC_0014241,2025-09-17T23:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0014256,2025-09-18T00:00:00Z,PIT_B,SEG_PIT_B_03,Operator App,BAIK,Normal,2.42,Coal Road,6.7,A,0.3,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0014254,2025-09-18T00:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,1.6,0.53,25,14.5,7.2,0,42.0,Hijau
JREC_0014251,2025-09-18T00:00:00Z,PIT_A,SEG_PIT_A_01,Manual Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.4,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0014252,2025-09-18T00:00:00Z,PIT_A,SEG_PIT_A_02,Operator App,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,2,21.77777778,Hijau
JREC_0014265,2025-09-18T00:00:00Z,PORT,SEG_PORT_03,Manual Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.1,0.6,35,19.0,7.1,1,45.71428571,Hijau
JREC_0014264,2025-09-18T00:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,1.8,0.48,30,10.0,17.1,0,66.66666667,Hijau
JREC_0014276,2025-09-18T01:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Manual Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0014277,2025-09-18T01:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Manual Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.3,0.6,35,25.3,6.7,2,27.71428571,Hijau
JREC_0014280,2025-09-18T01:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,1.2,0.59,35,18.7,7.2,0,46.57142857,Hijau
JREC_0014273,2025-09-18T01:00:00Z,ROAD_01,SEG_ROAD_01_02,Manual Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,2,50.33333333,Hijau
JREC_0014274,2025-09-18T01:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0014275,2025-09-18T01:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,1,21.8,Hijau
JREC_0014269,2025-09-18T01:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,1,40.4,Hijau
JREC_0014266,2025-09-18T01:00:00Z,PIT_A,SEG_PIT_A_01,IoT Sensor,BAIK,Normal,2.64,Coal Road,3.4,A,1.3,0.49,30,18.6,8.5,0,38.0,Hijau
JREC_0014268,2025-09-18T01:00:00Z,PIT_A,SEG_PIT_A_03,Manual Survey,BAIK,Normal,1.16,Coal Road,3.8,A,1.2,0.49,30,18.6,3.7,2,38.0,Hijau
JREC_0014294,2025-09-18T02:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0014284,2025-09-18T02:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,1.1,0.54,25,14.7,7.1,0,41.2,Hijau
JREC_0014282,2025-09-18T02:00:00Z,PIT_A,SEG_PIT_A_02,IoT Sensor,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0014286,2025-09-18T02:00:00Z,PIT_B,SEG_PIT_B_03,Operator App,BAIK,Normal,2.42,Coal Road,6.7,A,0.4,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0014285,2025-09-18T02:00:00Z,PIT_B,SEG_PIT_B_02,Drone Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.4,0.55,35,13.9,4.3,0,60.28571429,Hijau
JREC_0014295,2025-09-18T02:00:00Z,PORT,SEG_PORT_03,Operator App,BAIK,Normal,2.25,Gravel,5.7,C,0.6,0.59,35,18.7,7.2,0,46.57142857,Hijau
JREC_0014281,2025-09-18T02:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.4,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0014306,2025-09-18T03:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Drone Survey,BAIK,Normal,1.44,Coal Road,4.4,C,1.0,0.49,30,13.2,6.5,1,56.0,Hijau
JREC_0014302,2025-09-18T03:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,1,21.8,Hijau
JREC_0014299,2025-09-18T03:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,1,40.4,Hijau
JREC_0014305,2025-09-18T03:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Operator App,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0014304,2025-09-18T03:00:00Z,ROAD_01,SEG_ROAD_01_03,IoT Sensor,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0014303,2025-09-18T03:00:00Z,ROAD_01,SEG_ROAD_01_02,IoT Sensor,BAIK,Normal,2.1,Laterite,7.1,C,0.6,0.54,30,14.6,8.6,0,51.33333333,Hijau
JREC_0014298,2025-09-18T03:00:00Z,PIT_A,SEG_PIT_A_03,IoT Sensor,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0014307,2025-09-18T03:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Manual Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.9,0.59,35,25.0,6.8,1,28.57142857,Hijau
JREC_0014308,2025-09-18T03:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.5,0.74,45,30.3,3.5,0,32.66666667,Hijau
JREC_0014300,2025-09-18T03:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,13.9,4.3,2,60.28571429,Hijau
JREC_0014318,2025-09-18T04:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0014316,2025-09-18T04:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.7,0.49,25,15.5,9.4,0,38.0,Hijau
JREC_0014317,2025-09-18T04:00:00Z,ROAD_01,SEG_ROAD_01_01,IoT Sensor,BAIK,Normal,1.96,Asphalt,4.5,B,1.0,0.74,50,38.6,3.0,0,22.8,Hijau
JREC_0014321,2025-09-18T04:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0014312,2025-09-18T04:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.2,0.75,45,35.2,2.2,0,21.77777778,Hijau
JREC_0014311,2025-09-18T04:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.7,0.49,30,18.6,8.5,1,38.0,Hijau
JREC_0014314,2025-09-18T04:00:00Z,PIT_B,SEG_PIT_B_01,IoT Sensor,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0014320,2025-09-18T04:00:00Z,STOCKPILE,SEG_STOCKPILE_01,IoT Sensor,BAIK,Normal,2.86,Asphalt,3.4,B,0.1,0.75,50,39.1,4.4,1,21.8,Hijau
JREC_0014315,2025-09-18T04:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,1.6,0.53,35,13.2,4.5,1,62.28571429,Hijau
JREC_0014324,2025-09-18T04:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0014323,2025-09-18T04:00:00Z,PORT,SEG_PORT_01,Operator App,BAIK,Normal,1.76,Asphalt,5.1,C,0.6,0.74,45,30.3,3.5,3,32.66666667,Hijau
JREC_0014327,2025-09-18T05:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,2,21.77777778,Hijau
JREC_0014339,2025-09-18T05:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,1.1,0.49,30,10.2,16.8,0,66.0,Hijau
JREC_0014336,2025-09-18T05:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,1.0,0.49,30,13.2,6.5,1,56.0,Hijau
JREC_0014330,2025-09-18T05:00:00Z,PIT_B,SEG_PIT_B_02,Drone Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.3,0.55,35,13.9,4.3,1,60.28571429,Hijau
JREC_0014332,2025-09-18T05:00:00Z,ROAD_01,SEG_ROAD_01_01,Operator App,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,2,21.8,Hijau
JREC_0014333,2025-09-18T05:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,0.6,0.54,30,14.6,8.6,0,51.33333333,Hijau
JREC_0014329,2025-09-18T05:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.4,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0014340,2025-09-18T05:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,0,45.71428571,Hijau
JREC_0014338,2025-09-18T05:00:00Z,PORT,SEG_PORT_01,Manual Survey,BAIK,Normal,1.76,Asphalt,5.1,C,0.0,0.75,45,30.7,3.4,2,31.77777778,Hijau
JREC_0014347,2025-09-18T06:00:00Z,ROAD_01,SEG_ROAD_01_01,IoT Sensor,BAIK,Normal,1.96,Asphalt,4.5,B,1.4,0.74,50,38.6,3.0,3,22.8,Hijau
JREC_0014341,2025-09-18T06:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.3,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0014355,2025-09-18T06:00:00Z,PORT,SEG_PORT_03,Drone Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.6,0.59,35,18.7,7.2,0,46.57142857,Hijau
JREC_0014354,2025-09-18T06:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.2,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0014352,2025-09-18T06:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Manual Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.6,0.59,35,25.0,6.8,1,28.57142857,Hijau
JREC_0014365,2025-09-18T07:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Operator App,BAIK,Normal,2.86,Asphalt,3.4,B,0.7,0.74,50,38.6,4.4,3,22.8,Hijau
JREC_0014362,2025-09-18T07:00:00Z,ROAD_01,SEG_ROAD_01_01,Drone Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.5,0.74,50,38.6,3.0,1,22.8,Hijau
JREC_0014363,2025-09-18T07:00:00Z,ROAD_01,SEG_ROAD_01_02,Drone Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0014356,2025-09-18T07:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.3,0.5,30,18.9,8.4,0,37.0,Hijau
JREC_0014359,2025-09-18T07:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,TERBATAS,Perawatan/Insiden lokal,1.74,Laterite,9.6,B,0.1,0.55,25,14.9,7.0,0,40.4,Merah
JREC_0014369,2025-09-18T07:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,0.4,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0014364,2025-09-18T07:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,1.1,0.74,50,33.6,1.8,1,32.8,Hijau
JREC_0014367,2025-09-18T07:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.8,0.59,35,25.0,6.8,3,28.57142857,Hijau
JREC_0014360,2025-09-18T07:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,13.9,4.3,1,60.28571429,Hijau
JREC_0014373,2025-09-18T08:00:00Z,PIT_A,SEG_PIT_A_03,Drone Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.5,0.49,30,18.6,3.7,1,38.0,Hijau
JREC_0014376,2025-09-18T08:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,1.4,0.49,25,15.5,9.4,0,38.0,Hijau
JREC_0014379,2025-09-18T08:00:00Z,ROAD_01,SEG_ROAD_01_03,IoT Sensor,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0014371,2025-09-18T08:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,0,37.0,Hijau
JREC_0014372,2025-09-18T08:00:00Z,PIT_A,SEG_PIT_A_02,Drone Survey,BAIK,Normal,1.27,Asphalt,5.4,B,1.6,0.73,45,34.3,2.2,0,23.77777778,Hijau
