id_record,id_alat,tanggal_operasi,shift,jam_mulai,jam_selesai,status_operasi,durasi_jam,material_dipindah,total_muatan_ton,jumlah_ritase,id_operator,lokasi_kode_final,tipe_alat,model_alat,kapasitas_default_ton,departemen,umur_tahun,kondisi,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,petir_count,label_breakdown_shift_ini,label_breakdown_next_24h
OPRREC_0003795,ALAT_040,2025-09-06,Shift 2,14:00:00,17:21:00,Beroperasi,3.35,Coal,440.8,4,OPR_145,ROAD_01,Dump Truck,Volvo A40G,100.9,Coal Hauling,2.0,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003796,ALAT_040,2025-09-06,Shift 3,22:00:00,05:19:00,Beroperasi,7.32,Coal,1215.7,11,OPR_014,ROAD_01,Dump Truck,Volvo A40G,100.9,Coal Hauling,2.0,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003797,ALAT_037,2025-09-06,Shift 3,22:00:00,04:36:00,Beroperasi,6.61,None,0.0,0,OPR_073,PIT_A,Bulldozer,Komatsu D85ESS,18.9,Infrastructure,8.5,Perlu Servis,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003798,ALAT_061,2025-09-06,Shift 2,14:00:00,17:45:00,Beroperasi,3.76,None,0.0,0,OPR_099,PIT_B,Bulldozer,Komatsu D85ESS,26.1,Infrastructure,8.7,Rusak Ringan,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003799,ALAT_061,2025-09-06,Shift 1,06:00:00,10:27:00,Beroperasi,4.45,None,0.0,0,OPR_132,PIT_B,Bulldozer,Komatsu D85ESS,26.1,Infrastructure,8.7,Rusak Ringan,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003800,ALAT_077,2025-09-06,Shift 3,22:00:00,00:07:00,Breakdown,2.13,None,0.0,0,OPR_001,PIT_B,Grader,John Deere 772G,11.0,Infrastructure,5.1,Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,1,1
OPRREC_0003801,ALAT_039,2025-09-06,Shift 1,06:00:00,09:10:00,Maintenance,3.17,Coal,0.0,0,OPR_078,PIT_B,Excavator,CAT 320D,3.7,Coal Loading,1.8,Sangat Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003802,ALAT_086,2025-09-06,Shift 1,06:00:00,13:42:00,Beroperasi,7.7,Coal,367.4,5,OPR_053,ROAD_01,Dump Truck,Belaz 7555,76.6,Coal Hauling,0.7,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003803,ALAT_086,2025-09-06,Shift 3,22:00:00,03:58:00,Beroperasi,5.98,Coal,837.7,12,OPR_003,ROAD_01,Dump Truck,Belaz 7555,76.6,Coal Hauling,0.7,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003804,ALAT_090,2025-09-06,Shift 1,06:00:00,12:25:00,Beroperasi,6.43,Coal,32.3,12,OPR_043,PIT_A,Wheel Loader,Volvo L120H,3.1,Coal Loading,2.8,Sangat Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003805,ALAT_090,2025-09-06,Shift 3,22:00:00,01:32:00,Beroperasi,3.54,Coal,14.9,5,OPR_048,PIT_A,Wheel Loader,Volvo L120H,3.1,Coal Loading,2.8,Sangat Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003806,ALAT_063,2025-09-06,Shift 3,22:00:00,03:36:00,Beroperasi,5.6,Overburden,1109.4,9,OPR_106,PIT_B,Dump Truck,Volvo A40G,129.8,Overburden Hauling,1.2,Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003807,ALAT_094,2025-09-06,Shift 2,14:00:00,17:54:00,Beroperasi,3.91,Coal,37.6,4,OPR_100,PIT_A,Wheel Loader,Volvo L120H,8.7,Coal Loading,3.9,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003808,ALAT_089,2025-09-06,Shift 1,06:00:00,13:20:00,Beroperasi,7.34,Overburden,68.1,16,OPR_122,PIT_A,Excavator,Hitachi ZX200,4.5,Overburden,6.3,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003809,ALAT_089,2025-09-06,Shift 2,14:00:00,17:32:00,Beroperasi,3.54,Overburden,42.8,9,OPR_043,PIT_A,Excavator,Hitachi ZX200,4.5,Overburden,6.3,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003810,ALAT_064,2025-09-06,Shift 2,14:00:00,21:36:00,Beroperasi,7.61,None,0.0,0,OPR_150,ROAD_01,Grader,CAT 140K,22.4,Infrastructure,3.3,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003811,ALAT_064,2025-09-06,Shift 3,22:00:00,04:56:00,Beroperasi,6.94,None,0.0,0,OPR_121,ROAD_01,Grader,CAT 140K,22.4,Infrastructure,3.3,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003812,ALAT_031,2025-09-06,Shift 1,06:00:00,12:12:00,Beroperasi,6.21,Coal,104.4,17,OPR_078,PIT_A,Wheel Loader,Doosan DL300,6.1,Coal Loading,5.0,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003813,ALAT_031,2025-09-06,Shift 2,14:00:00,19:31:00,Beroperasi,5.53,Coal,103.8,18,OPR_106,PIT_A,Wheel Loader,Doosan DL300,6.1,Coal Loading,5.0,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003814,ALAT_073,2025-09-06,Shift 3,22:00:00,03:16:00,Beroperasi,5.27,Overburden,13.4,4,OPR_062,PIT_B,Excavator,Hitachi ZX200,4.0,Overburden,6.8,Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003815,ALAT_035,2025-09-06,Shift 2,14:00:00,20:07:00,Beroperasi,6.13,Coal,31.7,6,OPR_031,PIT_A,Excavator,Komatsu PC200,4.9,Coal Loading,9.8,Rusak Ringan,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003816,ALAT_033,2025-09-06,Shift 2,14:00:00,15:21:00,Breakdown,1.35,Overburden,0.0,0,OPR_112,PIT_B,Excavator,Volvo EC210,1.6,Overburden,9.5,Perlu Servis,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,1,1
OPRREC_0003817,ALAT_033,2025-09-06,Shift 1,06:00:00,08:55:00,Standby,2.93,Overburden,0.0,0,OPR_147,PIT_B,Excavator,Volvo EC210,1.6,Overburden,9.5,Perlu Servis,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,1
OPRREC_0003818,ALAT_052,2025-09-06,Shift 1,06:00:00,10:34:00,Beroperasi,4.57,Overburden,16.5,4,OPR_008,PIT_A,Excavator,CAT 320D,4.3,Overburden,6.5,Perlu Servis,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003819,ALAT_071,2025-09-06,Shift 2,14:00:00,17:53:00,Beroperasi,3.89,Overburden,225.9,8,OPR_006,PIT_A,Bulldozer,Liebherr PR736,29.1,Overburden,3.5,Sangat Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003820,ALAT_043,2025-09-06,Shift 3,22:00:00,02:15:00,Beroperasi,4.25,Overburden,14.3,8,OPR_021,PIT_A,Excavator,CAT 320D,2.0,Overburden,4.7,Sangat Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003821,ALAT_048,2025-09-06,Shift 1,06:00:00,13:12:00,Beroperasi,7.2,Overburden,33.9,18,OPR_079,PIT_B,Excavator,Volvo EC210,2.0,Overburden,2.7,Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003822,ALAT_048,2025-09-06,Shift 2,14:00:00,19:00:00,Beroperasi,5.0,Overburden,39.2,18,OPR_127,PIT_B,Excavator,Volvo EC210,2.0,Overburden,2.7,Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003823,ALAT_050,2025-09-06,Shift 2,14:00:00,16:50:00,Standby,2.84,None,0.0,0,OPR_119,ROAD_01,Grader,CAT 140K,19.7,Road Maintenance,8.4,Rusak Ringan,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003824,ALAT_050,2025-09-06,Shift 3,22:00:00,03:48:00,Beroperasi,5.81,None,0.0,0,OPR_119,ROAD_01,Grader,CAT 140K,19.7,Road Maintenance,8.4,Rusak Ringan,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003825,ALAT_045,2025-09-06,Shift 3,22:00:00,05:32:00,Beroperasi,7.54,Coal,42.6,12,OPR_014,PIT_B,Wheel Loader,Volvo L120H,4.0,Coal Loading,1.7,Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003826,ALAT_059,2025-09-06,Shift 2,14:00:00,16:35:00,Standby,2.59,Coal,0.0,0,OPR_048,PIT_B,Wheel Loader,Doosan DL300,5.0,Coal Loading,8.2,Perlu Servis,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003827,ALAT_027,2025-09-06,Shift 1,06:00:00,11:01:00,Beroperasi,5.03,None,0.0,0,OPR_003,PIT_A,Grader,John Deere 772G,23.3,Infrastructure,7.7,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003828,ALAT_027,2025-09-06,Shift 3,22:00:00,03:28:00,Beroperasi,5.47,None,0.0,0,OPR_031,PIT_A,Grader,John Deere 772G,23.3,Infrastructure,7.7,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003829,ALAT_003,2025-09-06,Shift 2,14:00:00,17:03:00,Beroperasi,3.05,Coal,135.7,17,OPR_129,STOCKPILE,Wheel Loader,Doosan DL300,9.9,Stockpile,3.6,Sangat Baik,0.7,0.3,Ringan,23.8,31.2,75.2,3.3,6.2,0,0,0
OPRREC_0003830,ALAT_088,2025-09-06,Shift 2,14:00:00,20:46:00,Beroperasi,6.78,None,0.0,0,OPR_075,ROAD_01,Grader,CAT 140K,11.8,Road Maintenance,1.9,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003831,ALAT_088,2025-09-06,Shift 1,06:00:00,13:40:00,Beroperasi,7.68,None,0.0,0,OPR_070,ROAD_01,Grader,CAT 140K,11.8,Road Maintenance,1.9,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003832,ALAT_095,2025-09-06,Shift 2,14:00:00,16:54:00,Breakdown,2.9,Coal,0.0,0,OPR_051,STOCKPILE,Excavator,CAT 320D,1.3,Coal Loading,5.1,Perlu Servis,0.7,0.3,Ringan,23.8,31.2,75.2,3.3,6.2,0,1,1
OPRREC_0003833,ALAT_074,2025-09-06,Shift 2,14:00:00,20:23:00,Beroperasi,6.39,None,0.0,0,OPR_056,PIT_B,Bulldozer,Komatsu D85ESS,34.0,Infrastructure,5.7,Perlu Servis,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003834,ALAT_074,2025-09-06,Shift 3,22:00:00,05:54:00,Beroperasi,7.91,None,0.0,0,OPR_024,PIT_B,Bulldozer,Komatsu D85ESS,34.0,Infrastructure,5.7,Perlu Servis,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003835,ALAT_030,2025-09-06,Shift 3,22:00:00,03:11:00,Beroperasi,5.19,Overburden,1485.0,17,OPR_092,ROAD_01,Dump Truck,Komatsu HD785,108.0,Overburden Hauling,8.0,Rusak Ringan,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003836,ALAT_041,2025-09-06,Shift 3,22:00:00,03:04:00,Beroperasi,5.08,None,0.0,0,OPR_095,ROAD_01,Grader,Volvo G940B,21.9,Infrastructure,0.4,Sangat Baik,0.7,0.33,Ringan,25.1,30.0,80.3,2.3,3.9,0,0,0
OPRREC_0003837,ALAT_069,2025-09-06,Shift 1,06:00:00,09:08:00,Beroperasi,3.14,None,0.0,0,OPR_100,PIT_A,Bulldozer,Liebherr PR736,32.1,Infrastructure,0.8,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003838,ALAT_069,2025-09-06,Shift 3,22:00:00,04:32:00,Beroperasi,6.54,None,0.0,0,OPR_125,PIT_A,Bulldozer,Liebherr PR736,32.1,Infrastructure,0.8,Baik,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003839,ALAT_002,2025-09-06,Shift 2,14:00:00,17:19:00,Beroperasi,3.33,Overburden,752.9,9,OPR_105,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003840,ALAT_065,2025-09-06,Shift 2,14:00:00,18:51:00,Beroperasi,4.86,Coal,12.6,14,OPR_029,STOCKPILE,Excavator,Hitachi ZX200,1.0,Coal Loading,3.2,Baik,0.7,0.3,Ringan,23.8,31.2,75.2,3.3,6.2,0,0,0
OPRREC_0003841,ALAT_065,2025-09-06,Shift 1,06:00:00,09:54:00,Standby,3.9,Coal,0.0,0,OPR_013,STOCKPILE,Excavator,Hitachi ZX200,1.0,Coal Loading,3.2,Baik,0.7,0.3,Ringan,23.8,31.2,75.2,3.3,6.2,0,0,0
OPRREC_0003842,ALAT_042,2025-09-06,Shift 3,22:00:00,02:52:00,Beroperasi,4.87,None,0.0,0,OPR_142,PIT_B,Grader,CAT 140K,15.3,Infrastructure,8.2,Rusak Ringan,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,0
OPRREC_0003843,ALAT_017,2025-09-06,Shift 3,22:00:00,00:05:00,Breakdown,2.09,Coal,0.0,0,OPR_038,PORT,Dump Truck,Belaz 7555,129.4,Coal Hauling,1.3,Sangat Baik,0.7,0.45,Ringan,23.2,29.1,75.2,2.0,5.4,0,1,1
OPRREC_0003844,ALAT_084,2025-09-06,Shift 1,06:00:00,06:43:00,Breakdown,0.73,None,0.0,0,OPR_055,PIT_B,Bulldozer,Komatsu D85ESS,30.8,Infrastructure,0.6,Sangat Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,1,1
OPRREC_0003845,ALAT_084,2025-09-06,Shift 3,22:00:00,02:13:00,Beroperasi,4.22,None,0.0,0,OPR_034,PIT_B,Bulldozer,Komatsu D85ESS,30.8,Infrastructure,0.6,Sangat Baik,0.9,0.48,Ringan,24.0,30.0,78.6,3.1,5.3,0,0,1
OPRREC_0003846,ALAT_032,2025-09-06,Shift 2,14:00:00,19:33:00,Beroperasi,5.55,Overburden,35.8,18,OPR_086,PIT_A,Excavator,CAT 320D,2.0,Overburden,9.1,Rusak Ringan,0.8,0.39,Ringan,24.3,31.0,81.2,2.5,5.6,0,0,0
OPRREC_0003847,ALAT_079,2025-09-07,Shift 1,06:00:00,10:03:00,Beroperasi,4.05,Coal,1812.4,15,OPR_040,ROAD_01,Dump Truck,Volvo A40G,141.4,Coal Hauling,9.3,Rusak Ringan,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003848,ALAT_079,2025-09-07,Shift 2,14:00:00,19:24:00,Beroperasi,5.41,Coal,486.6,4,OPR_137,ROAD_01,Dump Truck,Volvo A40G,141.4,Coal Hauling,9.3,Rusak Ringan,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003849,ALAT_028,2025-09-07,Shift 1,06:00:00,12:43:00,Beroperasi,6.72,Overburden,1332.2,16,OPR_036,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003850,ALAT_028,2025-09-07,Shift 2,14:00:00,17:52:00,Standby,3.87,Overburden,0.0,0,OPR_113,ROAD_01,Dump Truck,Komatsu HD785,97.7,Overburden Hauling,3.6,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003851,ALAT_096,2025-09-07,Shift 1,06:00:00,10:01:00,Beroperasi,4.02,None,0.0,0,OPR_110,ROAD_01,Grader,Komatsu GD655,13.9,Road Maintenance,0.7,Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003852,ALAT_050,2025-09-07,Shift 3,22:00:00,05:49:00,Beroperasi,7.82,None,0.0,0,OPR_020,ROAD_01,Grader,CAT 140K,19.7,Road Maintenance,8.4,Rusak Ringan,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003853,ALAT_004,2025-09-07,Shift 1,06:00:00,11:31:00,Beroperasi,5.52,Overburden,41.1,12,OPR_147,PIT_B,Excavator,Hitachi ZX200,3.8,Overburden,4.1,Sangat Baik,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003854,ALAT_004,2025-09-07,Shift 3,22:00:00,04:39:00,Beroperasi,6.65,Overburden,20.0,5,OPR_048,PIT_B,Excavator,Hitachi ZX200,3.8,Overburden,4.1,Sangat Baik,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003855,ALAT_054,2025-09-07,Shift 1,06:00:00,09:04:00,Beroperasi,3.07,None,0.0,0,OPR_095,PIT_A,Grader,Komatsu GD655,21.7,Infrastructure,4.4,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003856,ALAT_054,2025-09-07,Shift 2,14:00:00,20:15:00,Beroperasi,6.26,None,0.0,0,OPR_105,PIT_A,Grader,Komatsu GD655,21.7,Infrastructure,4.4,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003857,ALAT_001,2025-09-07,Shift 1,06:00:00,09:25:00,Standby,3.43,Coal,0.0,0,OPR_066,PORT,Dump Truck,Komatsu HD785,85.3,Coal Hauling,0.0,Baik,6.5,0.44,Ringan,25.0,32.3,79.6,2.4,5.7,0,0,0
OPRREC_0003858,ALAT_001,2025-09-07,Shift 2,14:00:00,21:58:00,Beroperasi,7.98,Coal,1497.2,16,OPR_144,PORT,Dump Truck,Komatsu HD785,85.3,Coal Hauling,0.0,Baik,6.5,0.44,Ringan,25.0,32.3,79.6,2.4,5.7,0,0,0
OPRREC_0003859,ALAT_038,2025-09-07,Shift 3,22:00:00,05:30:00,Beroperasi,7.5,Overburden,857.6,7,OPR_128,ROAD_01,Dump Truck,Komatsu HD785,147.2,Overburden Hauling,0.1,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003860,ALAT_071,2025-09-07,Shift 2,14:00:00,21:22:00,Beroperasi,7.37,Overburden,118.9,5,OPR_042,PIT_A,Bulldozer,Liebherr PR736,29.1,Overburden,3.5,Sangat Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003861,ALAT_013,2025-09-07,Shift 2,14:00:00,17:31:00,Beroperasi,3.52,None,0.0,0,OPR_114,ROAD_01,Grader,CAT 140K,21.8,Road Maintenance,9.4,Rusak Ringan,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003862,ALAT_052,2025-09-07,Shift 3,22:00:00,05:01:00,Beroperasi,7.03,Overburden,42.3,9,OPR_123,PIT_A,Excavator,CAT 320D,4.3,Overburden,6.5,Perlu Servis,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003863,ALAT_005,2025-09-07,Shift 2,14:00:00,17:25:00,Breakdown,3.42,Coal,0.0,0,OPR_110,ROAD_01,Dump Truck,CAT 785C,87.3,Coal Hauling,0.1,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,1,1
OPRREC_0003864,ALAT_047,2025-09-07,Shift 3,22:00:00,03:09:00,Beroperasi,5.15,Overburden,1804.5,15,OPR_142,PIT_A,Dump Truck,CAT 785C,110.5,Overburden Hauling,7.9,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003865,ALAT_047,2025-09-07,Shift 2,14:00:00,17:10:00,Beroperasi,3.17,Overburden,1954.8,18,OPR_080,PIT_A,Dump Truck,CAT 785C,110.5,Overburden Hauling,7.9,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003866,ALAT_072,2025-09-07,Shift 2,14:00:00,17:05:00,Beroperasi,3.09,Overburden,603.5,10,OPR_107,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003867,ALAT_072,2025-09-07,Shift 3,22:00:00,02:53:00,Beroperasi,4.89,Overburden,826.5,12,OPR_131,PIT_B,Dump Truck,CAT 785C,71.7,Overburden Hauling,3.5,Baik,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003868,ALAT_019,2025-09-07,Shift 1,06:00:00,12:04:00,Beroperasi,6.08,None,0.0,0,OPR_075,ROAD_01,Grader,CAT 140K,19.2,Infrastructure,0.2,Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003869,ALAT_019,2025-09-07,Shift 2,14:00:00,17:02:00,Beroperasi,3.04,None,0.0,0,OPR_010,ROAD_01,Grader,CAT 140K,19.2,Infrastructure,0.2,Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003870,ALAT_087,2025-09-07,Shift 2,14:00:00,21:33:00,Beroperasi,7.56,Coal,51.8,6,OPR_093,PIT_A,Wheel Loader,Doosan DL300,8.9,Coal Loading,8.6,Rusak Ringan,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003871,ALAT_060,2025-09-07,Shift 3,22:00:00,04:04:00,Beroperasi,6.08,Coal,1168.5,10,OPR_133,ROAD_01,Dump Truck,CAT 785C,111.0,Coal Hauling,1.3,Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003872,ALAT_031,2025-09-07,Shift 2,14:00:00,19:01:00,Beroperasi,5.03,Coal,65.2,11,OPR_140,PIT_A,Wheel Loader,Doosan DL300,6.1,Coal Loading,5.0,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003873,ALAT_027,2025-09-07,Shift 3,22:00:00,04:52:00,Beroperasi,6.87,None,0.0,0,OPR_147,PIT_A,Grader,John Deere 772G,23.3,Infrastructure,7.7,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003874,ALAT_027,2025-09-07,Shift 2,14:00:00,20:22:00,Beroperasi,6.38,None,0.0,0,OPR_138,PIT_A,Grader,John Deere 772G,23.3,Infrastructure,7.7,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003875,ALAT_088,2025-09-07,Shift 3,22:00:00,23:30:00,Maintenance,1.51,None,0.0,0,OPR_036,ROAD_01,Grader,CAT 140K,11.8,Road Maintenance,1.9,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003876,ALAT_045,2025-09-07,Shift 1,06:00:00,09:08:00,Maintenance,3.14,Coal,0.0,0,OPR_035,PIT_B,Wheel Loader,Volvo L120H,4.0,Coal Loading,1.7,Baik,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003877,ALAT_085,2025-09-07,Shift 3,22:00:00,01:14:00,Beroperasi,3.24,Coal,1565.0,16,OPR_026,ROAD_01,Dump Truck,Komatsu HD785,95.8,Coal Hauling,1.5,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003878,ALAT_085,2025-09-07,Shift 1,06:00:00,11:04:00,Beroperasi,5.08,Coal,1579.9,18,OPR_064,ROAD_01,Dump Truck,Komatsu HD785,95.8,Coal Hauling,1.5,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003879,ALAT_062,2025-09-07,Shift 2,14:00:00,21:24:00,Beroperasi,7.4,Overburden,403.5,17,OPR_102,PIT_B,Bulldozer,Shantui SD22,28.1,Overburden,5.3,Perlu Servis,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003880,ALAT_075,2025-09-07,Shift 1,06:00:00,11:28:00,Beroperasi,5.48,Coal,39.7,15,OPR_093,PIT_B,Excavator,Hitachi ZX200,2.6,Coal Loading,2.6,Baik,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003881,ALAT_035,2025-09-07,Shift 1,06:00:00,06:39:00,Maintenance,0.65,Coal,0.0,0,OPR_019,PIT_A,Excavator,Komatsu PC200,4.9,Coal Loading,9.8,Rusak Ringan,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003882,ALAT_041,2025-09-07,Shift 1,06:00:00,09:58:00,Beroperasi,3.98,None,0.0,0,OPR_095,ROAD_01,Grader,Volvo G940B,21.9,Infrastructure,0.4,Sangat Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
OPRREC_0003883,ALAT_053,2025-09-07,Shift 3,22:00:00,23:07:00,Standby,1.13,Overburden,0.0,0,OPR_143,PIT_A,Excavator,Volvo EC210,2.2,Overburden,4.3,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003884,ALAT_053,2025-09-07,Shift 1,06:00:00,11:53:00,Beroperasi,5.89,Overburden,18.9,9,OPR_090,PIT_A,Excavator,Volvo EC210,2.2,Overburden,4.3,Baik,6.1,0.37,Ringan,25.9,31.5,82.5,2.3,3.9,0,0,0
OPRREC_0003885,ALAT_074,2025-09-07,Shift 1,06:00:00,11:30:00,Beroperasi,5.5,None,0.0,0,OPR_084,PIT_B,Bulldozer,Komatsu D85ESS,34.0,Infrastructure,5.7,Perlu Servis,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
OPRREC_0003886,ALAT_074,2025-09-07,Shift 3,22:00:00,01:34:00,Standby,3.58,None,0.0,0,OPR_093,PIT_B,Bulldozer,Komatsu D85ESS,34.0,Infrastructure,5.7,Perlu Servis,6.5,0.37,Ringan,25.5,30.1,76.8,3.5,6.2,0,0,0
